STATE,BUSINESS UNIT,FEEDER NAME,NON-MD SERVICE BAND,CAP (kWh),COMPANY / SOURCE
LAGOS,AJELE,11KV-PZ,A,989,Excel Electricity Distribution Limited - June 2026
LAGOS,AJELE,11KV-SHAW ROAD,A,"1,157",Excel Electricity Distribution Limited - June 2026
LAGOS,AJELE,11KV-ST. GREGORY,A,616,Excel Electricity Distribution Limited - June 2026
LAGOS,AJELE,11KV-TBS,A,602,Excel Electricity Distribution Limited - June 2026
LAGOS,AJELE,11KV-TOKUNBOH,D,412,Excel Electricity Distribution Limited - June 2026
LAGOS,APAPA,11KV-ADELEYE,D,331,Excel Electricity Distribution Limited - June 2026
LAGOS,APAPA,11KV-AJEGUNLE EXPRESS,A,334,Excel Electricity Distribution Limited - June 2026
LAGOS,APAPA,11KV-ALABA (ALABA),B,241,Excel Electricity Distribution Limited - June 2026
LAGOS,APAPA,11KV-ALABA (AMUWO),C,380,Excel Electricity Distribution Limited - June 2026
LAGOS,APAPA,11KV-AMUKOKO,B,492,Excel Electricity Distribution Limited - June 2026
LAGOS,APAPA,11KV-AMUWO EXPRESS,A,323,Excel Electricity Distribution Limited - June 2026
LAGOS,APAPA,11KV-APAPA 2,A,947,Excel Electricity Distribution Limited - June 2026
LAGOS,APAPA,11KV-ARMY SIGNAL,B,357,Excel Electricity Distribution Limited - June 2026
LAGOS,APAPA,11KV-BADIA,B,367,Excel Electricity Distribution Limited - June 2026
LAGOS,APAPA,11KV-BEACHLAND,A,347,Excel Electricity Distribution Limited - June 2026
LAGOS,APAPA,11KV-BOUNDARY,B,292,Excel Electricity Distribution Limited - June 2026
LAGOS,APAPA,11KV-BROSETTE,B,"1,492",Excel Electricity Distribution Limited - June 2026
LAGOS,APAPA,11KV-CARDOSO,B,300,Excel Electricity Distribution Limited - June 2026
LAGOS,APAPA,11KV-CENTRAL AVENUE,B,898,Excel Electricity Distribution Limited - June 2026
LAGOS,APAPA,11KV-COMMERCIAL,C,620,Excel Electricity Distribution Limited - June 2026
LAGOS,APAPA,11KV-HANDICRAFT,C,"1,971",Excel Electricity Distribution Limited - June 2026
LAGOS,APAPA,11KV-IJEGUN,D,321,Excel Electricity Distribution Limited - June 2026
LAGOS,APAPA,11KV-MBA,B,289,Excel Electricity Distribution Limited - June 2026
LAGOS,APAPA,11KV-MOBIL (APAPA),B,446,Excel Electricity Distribution Limited - June 2026
LAGOS,APAPA,11KV-OBA PALACE,C,333,Excel Electricity Distribution Limited - June 2026
LAGOS,APAPA,11KV-ODOFIN,C,369,Excel Electricity Distribution Limited - June 2026
LAGOS,APAPA,11KV-OLODI,A,351,Excel Electricity Distribution Limited - June 2026
LAGOS,APAPA,11KV-OLOFIN,B,748,Excel Electricity Distribution Limited - June 2026
LAGOS,APAPA,11KV-PLANK MARKET,C,357,Excel Electricity Distribution Limited - June 2026
LAGOS,APAPA,11KV-PLAZA,A,"1,001",Excel Electricity Distribution Limited - June 2026
LAGOS,APAPA,11KV-SARI,B,350,Excel Electricity Distribution Limited - June 2026
LAGOS,APAPA,11KV-WAREHOUSE,A,791,Excel Electricity Distribution Limited - June 2026
LAGOS,APAPA,11KV-WHARF ROAD,A,506,Excel Electricity Distribution Limited - June 2026
LAGOS,FESTAC,11KV-311 ROAD,B,579,Excel Electricity Distribution Limited - June 2026
LAGOS,FESTAC,11KV-321 ROAD,D,667,Excel Electricity Distribution Limited - June 2026
LAGOS,FESTAC,11KV-512 ROAD,B,372,Excel Electricity Distribution Limited - June 2026
LAGOS,FESTAC,11KV-5TH AVENUE,E,413,Excel Electricity Distribution Limited - June 2026
LAGOS,FESTAC,11KV-6TH AVENUE,C,556,Excel Electricity Distribution Limited - June 2026
LAGOS,FESTAC,11KV-71 ROAD,B,354,Excel Electricity Distribution Limited - June 2026
LAGOS,FESTAC,11KV-7TH AVENUE,B,428,Excel Electricity Distribution Limited - June 2026
LAGOS,FESTAC,11KV-AGBOJU,B,357,Excel Electricity Distribution Limited - June 2026
LAGOS,FESTAC,11KV-ALAKIJA,C,418,Excel Electricity Distribution Limited - June 2026
LAGOS,FESTAC,11KV-CHEVRON,B,560,Excel Electricity Distribution Limited - June 2026
LAGOS,FESTAC,11KV-COMFORT OBOH,B,359,Excel Electricity Distribution Limited - June 2026
LAGOS,FESTAC,11KV-COMMUNITY,B,397,Excel Electricity Distribution Limited - June 2026
LAGOS,FESTAC,11KV-KIRIKIRI INDUSTRIAL,B,344,Excel Electricity Distribution Limited - June 2026
LAGOS,FESTAC,11KV-PALACE ROAD,B,809,Excel Electricity Distribution Limited - June 2026
LAGOS,FESTAC,11KV-SATELLITE 1,A,333,Excel Electricity Distribution Limited - June 2026
LAGOS,FESTAC,11KV-SATELLITE 2,C,341,Excel Electricity Distribution Limited - June 2026
LAGOS,IBEJU,11KV-ADDO ROAD,B,450,Excel Electricity Distribution Limited - June 2026
LAGOS,IBEJU,11KV-AJIWE,A,417,Excel Electricity Distribution Limited - June 2026
LAGOS,IBEJU,11KV-BADORE,A,439,Excel Electricity Distribution Limited - June 2026
LAGOS,IBEJU,11KV-ESTATE (AJAH),A,581,Excel Electricity Distribution Limited - June 2026
LAGOS,IBEJU,11KV-GOLDEN SWAM,B,393,Excel Electricity Distribution Limited - June 2026
LAGOS,IBEJU,11KV-LANGBASA,A,416,Excel Electricity Distribution Limited - June 2026
LAGOS,IBEJU,11KV-OGOMBO,B,430,Excel Electricity Distribution Limited - June 2026
LAGOS,IBEJU,33KV-ELEKO,E,463,Excel Electricity Distribution Limited - June 2026
LAGOS,IBEJU,33KV-ELEMORO,E,474,Excel Electricity Distribution Limited - June 2026
LAGOS,IBEJU,33KV-IBEJU,D,499,Excel Electricity Distribution Limited - June 2026
LAGOS,IJORA,11KV-ABEOKUTA EXPRESS,A,446,Excel Electricity Distribution Limited - June 2026
LAGOS,IJORA,11KV-ADELABU,C,624,Excel Electricity Distribution Limited - June 2026
LAGOS,IJORA,11KV-ADESHINA,A,286,Excel Electricity Distribution Limited - June 2026
LAGOS,IJORA,11KV-ADETOLA,A,453,Excel Electricity Distribution Limited - June 2026
LAGOS,IJORA,11KV-ADISA BASHUA,A,660,Excel Electricity Distribution Limited - June 2026
LAGOS,IJORA,11KV-AGUDA,A,398,Excel Electricity Distribution Limited - June 2026
LAGOS,IJORA,11KV-BABALOLA EXPRESS,A,416,Excel Electricity Distribution Limited - June 2026
LAGOS,IJORA,11KV-BAGCO,A,636,Excel Electricity Distribution Limited - June 2026
LAGOS,IJORA,11KV-BIRREL,C,629,Excel Electricity Distribution Limited - June 2026
LAGOS,IJORA,11KV-BORNU WAY,B,383,Excel Electricity Distribution Limited - June 2026
LAGOS,IJORA,11KV-CAPITAL WORKS,B,515,Excel Electricity Distribution Limited - June 2026
LAGOS,IJORA,11KV-CAUSEWAY 2,B,450,Excel Electricity Distribution Limited - June 2026
LAGOS,IJORA,11KV-CENSUS,A,690,Excel Electricity Distribution Limited - June 2026
LAGOS,IJORA,11KV-COKER,A,317,Excel Electricity Distribution Limited - June 2026
LAGOS,IJORA,11KV-EB LOCAL,B,395,Excel Electricity Distribution Limited - June 2026
LAGOS,IJORA,11KV-EB1,B,976,Excel Electricity Distribution Limited - June 2026
LAGOS,IJORA,11KV-FREEMAN (NRC),C,445,Excel Electricity Distribution Limited - June 2026
LAGOS,IJORA,11KV-HERBERT MACAULAY,D,485,Excel Electricity Distribution Limited - June 2026
LAGOS,IJORA,11KV-IDI ARABA,B,534,Excel Electricity Distribution Limited - June 2026
LAGOS,IJORA,11KV-IKATE,D,480,Excel Electricity Distribution Limited - June 2026
LAGOS,IJORA,11KV-ILASAMAJA,B,389,Excel Electricity Distribution Limited - June 2026
LAGOS,IJORA,11KV-IMAM MEMUDU,A,556,Excel Electricity Distribution Limited - June 2026
LAGOS,IJORA,11KV-ISHAGA,B,387,Excel Electricity Distribution Limited - June 2026
LAGOS,IJORA,11KV-JUBRIL AYINLA,B,"1,118",Excel Electricity Distribution Limited - June 2026
LAGOS,IJORA,11KV-KERNEL,A,738,Excel Electricity Distribution Limited - June 2026
LAGOS,IJORA,11KV-KTL,B,663,Excel Electricity Distribution Limited - June 2026
LAGOS,IJORA,11KV-MONTGOMERY 1,A,601,Excel Electricity Distribution Limited - June 2026
LAGOS,IJORA,11KV-MONTGOMERY 2,B,600,Excel Electricity Distribution Limited - June 2026
LAGOS,IJORA,11KV-MURITALA MUHAMMED,D,742,Excel Electricity Distribution Limited - June 2026
LAGOS,IJORA,11KV-NATHAN,A,357,Excel Electricity Distribution Limited - June 2026
LAGOS,IJORA,11KV-NEPA 11KV,A,453,Excel Electricity Distribution Limited - June 2026
LAGOS,IJORA,11KV-NITEL DOMSAT,A,932,Excel Electricity Distribution Limited - June 2026
LAGOS,IJORA,11KV-NOVELTY,A,"1,163",Excel Electricity Distribution Limited - June 2026
LAGOS,IJORA,11KV-ODO ERAN,C,406,Excel Electricity Distribution Limited - June 2026
LAGOS,IJORA,11KV-ODUTAYO AGBOYIN,A,408,Excel Electricity Distribution Limited - June 2026
LAGOS,IJORA,11KV-OGUNLANA,B,503,Excel Electricity Distribution Limited - June 2026
LAGOS,IJORA,11KV-OJUELEGBA,C,453,Excel Electricity Distribution Limited - June 2026
LAGOS,IJORA,11KV-OKOH,A,465,Excel Electricity Distribution Limited - June 2026
LAGOS,IJORA,11KV-ONIKE 2,B,514,Excel Electricity Distribution Limited - June 2026
LAGOS,IJORA,11KV-ONITIRE,C,627,Excel Electricity Distribution Limited - June 2026
LAGOS,IJORA,11KV-ORILE,C,400,Excel Electricity Distribution Limited - June 2026
LAGOS,IJORA,11KV-OTTO PALACE,A,448,Excel Electricity Distribution Limited - June 2026
LAGOS,IJORA,11KV-OYADIRAN,B,500,Excel Electricity Distribution Limited - June 2026
LAGOS,IJORA,11KV-PARLIAMENTRY,A,"1,086",Excel Electricity Distribution Limited - June 2026
LAGOS,IJORA,11KV-PASSAT,B,358,Excel Electricity Distribution Limited - June 2026
LAGOS,IJORA,11KV-SABO EXPRESS,A,441,Excel Electricity Distribution Limited - June 2026
LAGOS,IJORA,11KV-SANYA,C,515,Excel Electricity Distribution Limited - June 2026
LAGOS,IJORA,11KV-SMITH,D,360,Excel Electricity Distribution Limited - June 2026
LAGOS,IJORA,33KV-AGUNGI,A,492,Excel Electricity Distribution Limited - June 2026
LAGOS,IJORA,33KV-IGANMU 2,D,485,Excel Electricity Distribution Limited - June 2026
LAGOS,IJORA,IGANMU 11KV,B,626,Excel Electricity Distribution Limited - June 2026
LAGOS,ISLAND,11KV-1004 1,A,981,Excel Electricity Distribution Limited - June 2026
LAGOS,ISLAND,11KV-2ND AVENUE,A,"1,671",Excel Electricity Distribution Limited - June 2026
LAGOS,ISLAND,11KV-ABOYADE COLE,B,"1,608",Excel Electricity Distribution Limited - June 2026
LAGOS,ISLAND,11KV-ADELEKE ADEDOYIN,A,"1,577",Excel Electricity Distribution Limited - June 2026
LAGOS,ISLAND,11KV-ADEOLA HOPEWELL,A,805,Excel Electricity Distribution Limited - June 2026
LAGOS,ISLAND,11KV-AKARIGBERI,C,"2,014",Excel Electricity Distribution Limited - June 2026
LAGOS,ISLAND,11KV-ANNEX,A,"1,276",Excel Electricity Distribution Limited - June 2026
LAGOS,ISLAND,11KV-BAR BEACH,A,"1,058",Excel Electricity Distribution Limited - June 2026
LAGOS,ISLAND,11KV-CORPORATION DRIVE,A,"1,079",Excel Electricity Distribution Limited - June 2026
LAGOS,ISLAND,11KV-DIDEOLU,A,"1,277",Excel Electricity Distribution Limited - June 2026
LAGOS,ISLAND,11KV-ELEKE CRESCENT,A,"1,579",Excel Electricity Distribution Limited - June 2026
LAGOS,ISLAND,11KV-ETIM INYANG,A,"1,304",Excel Electricity Distribution Limited - June 2026
LAGOS,ISLAND,11KV-FALOMO,A,"1,590",Excel Electricity Distribution Limited - June 2026
LAGOS,ISLAND,11KV-FEDERAL PALACE 2,B,"1,422",Excel Electricity Distribution Limited - June 2026
LAGOS,ISLAND,11KV-FEDERAL PALACE EXPRESS,A,"1,158",Excel Electricity Distribution Limited - June 2026
LAGOS,ISLAND,11KV-FEDERAL SECRETARIAT,A,"1,663",Excel Electricity Distribution Limited - June 2026
LAGOS,ISLAND,11KV-FORESHORE,B,"1,694",Excel Electricity Distribution Limited - June 2026
LAGOS,ISLAND,11KV-FOWLER LOCAL,B,"1,527",Excel Electricity Distribution Limited - June 2026
LAGOS,ISLAND,11KV-ICON,A,"1,900",Excel Electricity Distribution Limited - June 2026
LAGOS,ISLAND,11KV-IDEJO,B,439,Excel Electricity Distribution Limited - June 2026
LAGOS,ISLAND,11KV-IDOWU MARTINS,A,"1,853",Excel Electricity Distribution Limited - June 2026
LAGOS,ISLAND,11KV-KINGSWAY,A,"1,425",Excel Electricity Distribution Limited - June 2026
LAGOS,ISLAND,11KV-MARKET ROAD,B,"1,194",Excel Electricity Distribution Limited - June 2026
LAGOS,ISLAND,11KV-MAROKO OVERHEAD,A,"1,643",Excel Electricity Distribution Limited - June 2026
LAGOS,ISLAND,11KV-MARWA,B,"1,042",Excel Electricity Distribution Limited - June 2026
LAGOS,ISLAND,11KV-MOBALAJI JOHNSON,A,"1,233",Excel Electricity Distribution Limited - June 2026
LAGOS,ISLAND,11KV-MOORE ROAD,A,"1,713",Excel Electricity Distribution Limited - June 2026
LAGOS,ISLAND,11KV-MULLINER,A,"1,866",Excel Electricity Distribution Limited - June 2026
LAGOS,ISLAND,11KV-NEW IDUMAGBO,B,583,Excel Electricity Distribution Limited - June 2026
LAGOS,ISLAND,11KV-NTDA,A,"1,304",Excel Electricity Distribution Limited - June 2026
LAGOS,ISLAND,11KV-OBALANDE,B,"1,080",Excel Electricity Distribution Limited - June 2026
LAGOS,ISLAND,11KV-OLOGUN AGBAJE,A,"1,360",Excel Electricity Distribution Limited - June 2026
LAGOS,ISLAND,11KV-ONIRU,A,"1,245",Excel Electricity Distribution Limited - June 2026
LAGOS,ISLAND,11KV-OZUMBA MBADIWE,A,"1,977",Excel Electricity Distribution Limited - June 2026
LAGOS,ISLAND,11KV-PARKVIEW,A,"1,497",Excel Electricity Distribution Limited - June 2026
LAGOS,ISLAND,11KV-RAYMOND NJOKU,A,"1,193",Excel Electricity Distribution Limited - June 2026
LAGOS,ISLAND,11KV-RMU LOCAL,A,"1,437",Excel Electricity Distribution Limited - June 2026
LAGOS,ISLAND,11KV-ROAD 12,B,"1,428",Excel Electricity Distribution Limited - June 2026
LAGOS,ISLAND,11KV-RUMENS,A,"1,323",Excel Electricity Distribution Limited - June 2026
LAGOS,ISLAND,11KV-STATE HOUSE,B,"1,141",Excel Electricity Distribution Limited - June 2026
LAGOS,ISLAND,11KV-STATION FEEDER,A,925,Excel Electricity Distribution Limited - June 2026
LAGOS,LEKKI,11KV-AJIRAN,B,708,Excel Electricity Distribution Limited - June 2026
LAGOS,LEKKI,11KV-BASHORUN OGUNSANYA,A,"1,208",Excel Electricity Distribution Limited - June 2026
LAGOS,LEKKI,11KV-FOLA OSHIBO,B,"1,126",Excel Electricity Distribution Limited - June 2026
LAGOS,LEKKI,11KV-JAZZ 38,A,"1,298",Excel Electricity Distribution Limited - June 2026
LAGOS,LEKKI,11KV-LADI ALAKIJA,B,"1,078",Excel Electricity Distribution Limited - June 2026
LAGOS,LEKKI,11KV-OSAPA,B,771,Excel Electricity Distribution Limited - June 2026
LAGOS,LEKKI,11KV-PROVIDENCE,B,"1,130",Excel Electricity Distribution Limited - June 2026
LAGOS,LEKKI,11KV-SPG,B,568,Excel Electricity Distribution Limited - June 2026
LAGOS,LEKKI,11KV-VGC ROAD 2,A,534,Excel Electricity Distribution Limited - June 2026
LAGOS,LEKKI,11KV-VGC ROAD 3,A,753,Excel Electricity Distribution Limited - June 2026
LAGOS,LEKKI,11KV-VGC ROAD 4,A,601,Excel Electricity Distribution Limited - June 2026
LAGOS,LEKKI,11KV-VICTORIA AROBIEKE,A,"1,052",Excel Electricity Distribution Limited - June 2026
LAGOS,LEKKI,11KV-WATER CORPORATION,A,"1,132",Excel Electricity Distribution Limited - June 2026
LAGOS,LEKKI,11KV-WOLE OLATEJU,A,"1,322",Excel Electricity Distribution Limited - June 2026
LAGOS,LEKKI,33KV-ELEGUSHI,A,732,Excel Electricity Distribution Limited - June 2026
LAGOS,LEKKI,33KV-IGBO EFON,A,"1,117",Excel Electricity Distribution Limited - June 2026
LAGOS,LEKKI,33KV-IKATE EXPRESS,A,"1,060",Excel Electricity Distribution Limited - June 2026
LAGOS,LEKKI,33KV-ILASAN,A,754,Excel Electricity Distribution Limited - June 2026
LAGOS,LEKKI,33KV-LEKKI,A,"1,974",Excel Electricity Distribution Limited - June 2026
LAGOS,LEKKI,33KV-WATER FRONT,A,"1,110",Excel Electricity Distribution Limited - June 2026
LAGOS,LEKKI,ADMIRALTY,B,952,Excel Electricity Distribution Limited - June 2026
LAGOS,MUSHIN,11KV-AGEGE MOTOR ROAD,C,378,Excel Electricity Distribution Limited - June 2026
LAGOS,MUSHIN,11KV-AKINYELE,A,411,Excel Electricity Distribution Limited - June 2026
LAGOS,MUSHIN,11KV-ATUNRASHE,A,478,Excel Electricity Distribution Limited - June 2026
LAGOS,MUSHIN,11KV-BABALOLA,A,390,Excel Electricity Distribution Limited - June 2026
LAGOS,MUSHIN,11KV-CELE,B,316,Excel Electricity Distribution Limited - June 2026
LAGOS,MUSHIN,11KV-CHALLENGE,C,347,Excel Electricity Distribution Limited - June 2026
LAGOS,MUSHIN,11KV-DANIYAN,B,310,Excel Electricity Distribution Limited - June 2026
LAGOS,MUSHIN,11KV-FATAI ATERE,B,344,Excel Electricity Distribution Limited - June 2026
LAGOS,MUSHIN,11KV-LUTH EXPRESS,C,353,Excel Electricity Distribution Limited - June 2026
LAGOS,MUSHIN,11KV-NITEL,C,337,Excel Electricity Distribution Limited - June 2026
LAGOS,MUSHIN,11KV-OLOWU,A,339,Excel Electricity Distribution Limited - June 2026
LAGOS,MUSHIN,11KV-PAPA AJAO,A,392,Excel Electricity Distribution Limited - June 2026
LAGOS,OJO,11KV-AKA,D,339,Excel Electricity Distribution Limited - June 2026
LAGOS,OJO,11KV-ESTATE (IBA),B,345,Excel Electricity Distribution Limited - June 2026
LAGOS,OJO,11KV-IGBEDE,B,322,Excel Electricity Distribution Limited - June 2026
LAGOS,OJO,11KV-ILUFE,B,311,Excel Electricity Distribution Limited - June 2026
LAGOS,OJO,11KV-JAKANDE,B,304,Excel Electricity Distribution Limited - June 2026
LAGOS,OJO,11KV-OJO,B,344,Excel Electricity Distribution Limited - June 2026
LAGOS,OJO,11KV-OKO???????,B,331,Excel Electricity Distribution Limited - June 2026
LAGOS,OJO,11KV-SABO,E,282,Excel Electricity Distribution Limited - June 2026
LAGOS,OJO,11KV-UNITY (IBA),D,289,Excel Electricity Distribution Limited - June 2026
LAGOS,ORILE,11KV-TEXLON,A,235,Excel Electricity Distribution Limited - June 2026

